doi_origem,doi_referencia,titulo_referencia,ano_referencia,fontes,n_fontes
10.1109/access.2024.3439363,10.1109/icmcis61231.2024.10540749,COA-GPT: Generative Pre-Trained Transformers for Accelerated Course of Action Development in Military Operations,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1007/s10207-024-00835-x,"Generative AI for pentesting: the good, the bad, the ugly",2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.14722/ndss.2024.24556,Large Language Model guided Protocol Fuzzing,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1145/3597503.3639121,Fuzz4All: Universal Fuzzing with Large Language Models,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1016/j.cose.2024.104005,Enhancing network intrusion detection performance using generative adversarial networks,2024,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.1145/3652594,<scp>CySecBERT</scp> : A Domain-Adapted Language Model for the Cybersecurity Domain,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.14722/ndss.2024.24401,DeGPT: Optimizing Decompiler Output with LLM,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1016/j.nlp.2024.100074,An innovative GPT-based open-source intelligence using historical cyber incident reports,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1109/access.2024.3363469,Revolutionizing Cyber Threat Detection With Large Language Models: A Privacy-Preserving BERT-Based Lightweight Model for IoT/IIoT Devices,2024,crossref;openalex;opencitations;s2,4
10.1109/access.2024.3439363,10.1145/3645090,Who’s in Charge Here? A Survey on Trustworthy AI in Variable Autonomy Robotic Systems,2024,crossref;openalex;opencitations,3
10.1109/access.2024.3439363,10.48550/arxiv.2401.04334,"Large Language Models for Robotics: Opportunities, Challenges, and Perspectives",2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2401.16185,LLM4Vuln: A Unified Evaluation Framework for Decoupling and Enhancing LLMs' Vulnerability Reasoning,2024,openalex;s2,2
10.1109/access.2024.3439363,10.2139/ssrn.4703135,Evaluation of Llm Chatbots for Osint-Based Cyberthreat Awareness,2024,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2402.00891,Large Language Models in Cybersecurity: State-of-the-Art,2024,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2402.00350,On the Challenges of Fuzzing Techniques via Large Language Models,2024,openalex,1
10.1109/access.2024.3439363,10.1093/nsr/nwae403,A survey on multimodal large language models,2024,openalex;s2,2
10.1109/access.2024.3439363,10.1109/tccn.2024.3435524,"Generative AI-Driven Semantic Communication Networks: Architecture, Technologies, and Applications",2024,openalex;s2,2
10.1109/access.2024.3439363,10.1109/ojvt.2024.3446799,Large Language Models for UAVs: Current State and Pathways to the Future,2024,openalex;s2,2
10.1109/access.2024.3439363,10.1109/mnet.2024.3494862,Generative AI for Advanced UAV Networking,2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2403.04796,Blockchain-Enhanced UAV Networks for Post-Disaster Communication: A Decentralized Flocking Approach,2024,openalex;s2,2
10.1109/access.2024.3439363,10.2139/ssrn.4853709,Generative Ai and Large Language Models for Cyber Security: All Insights You Need,2024,openalex,1
10.1109/access.2024.3439363,10.1109/csr61664.2024.10679494,CyberMetric: A Benchmark Dataset based on Retrieval-Augmented Generation for Evaluating LLMs in Cybersecurity Knowledge,2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2405.14487,A Comprehensive Overview of Large Language Models (LLMs) for Cyber Defences: Opportunities and Directions,2024,openalex;s2,2
10.1109/access.2024.3439363,10.15607/rss.2024.xx.125,Learning to Learn Faster from Human Feedback with Language Model Predictive Control,2024,openalex,1
10.1109/access.2024.3439363,10.2139/ssrn.4897361,"AI Robots and Humanoid AI: Review, Perspectives and Directions",2024,openalex,1
10.1109/access.2024.3439363,10.1109/icc51166.2024.10622574,A Zero Trust Framework for Realization and Defense Against Generative AI Attacks in Power Grid,2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2403.03218,The WMDP Benchmark: Measuring and Reducing Malicious Use With Unlearning,2024,openalex,1
10.1109/access.2024.3439363,10.2139/ssrn.4988871,Large Language Models in Cybersecurity: State-of-the-Art,2024,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2402.18062,"Generative AI for Unmanned Vehicle Swarms: Challenges, Applications and Opportunities",2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2404.08144,LLM Agents can Autonomously Exploit One-day Vulnerabilities,2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2405.03644,When LLMs Meet Cybersecurity: A Systematic Literature Review,2024,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2403.13309,Mapping LLM Security Landscapes: A Comprehensive Stakeholder Risk Assessment Proposal,2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2403.04960,IsolateGPT: An Execution Isolation Architecture for LLM-Based Agentic Systems,2024,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2402.12617,Generative AI Security: Challenges and Countermeasures,2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2402.16968,A Survey of Large Language Models in Cybersecurity,2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2405.12750,Generative AI in Cybersecurity: A Comprehensive Review of LLM Applications and Vulnerabilities,2024,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2404.11338,LLMs for Cyber Security: New Opportunities,2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2403.06388,A Zero Trust Framework for Realization and Defense Against Generative AI Attacks in Power Grid,2024,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2407.03234,Self-Evaluation as a Defense Against Adversarial Attacks on LLMs,2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2403.13467,CLIPSwarm: Generating Drone Shows from Text Prompts with Vision-Language Models,2024,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2407.01599,"JailbreakZoo: Survey, Landscapes, and Horizons in Jailbreaking Large Language and Vision-Language Models",2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2405.17846,Safety Control of Service Robots with LLMs and Embodied Knowledge Graphs,2024,openalex;s2,2
10.1109/access.2024.3439363,10.48550/arxiv.2406.04086,A Survey of Language-Based Communication in Robotics,2024,openalex;s2,2
10.1109/access.2024.3439363,10.18653/v1/2024.findings-emnlp.493,AutoHallusion: Automatic Generation of Hallucination Benchmarks for Vision-Language Models,2024,openalex,1
10.1109/access.2024.3439363,10.48550/arxiv.2406.10900,AUTOHALLUSION: Automatic Generation of Hallucination Benchmarks for Vision-Language Models,2024,s2,1
10.1109/access.2024.3439363,10.48550/arxiv.2407.12999,Securing the Future of GenAI: Policy and Technology,2024,s2,1
10.1109/access.2024.3439363,10.1186/s42400-025-00361-w,When LLMs meet cybersecurity: a systematic literature review,2024,s2,1
10.1109/access.2024.3439363,10.48550/arxiv.2404.07464,Enhancing Network Intrusion Detection Performance using Generative Adversarial Networks,2024,s2,1
10.1109/access.2024.3439363,10.1109/iros58592.2024.10801327,CLIPSwarm: Generating Drone Shows from Text Prompts with Vision-Language Models,2024,s2,1
10.1109/access.2024.3439363,10.1145/3770574,"Humanoid Robots and Humanoid AI: Review, Perspectives and Directions",2024,s2,1
10.1109/access.2024.3439363,10.48550/arxiv.2402.11450,Learning to Learn Faster from Human Feedback with Language Model Predictive Control,2024,s2,1
10.1109/access.2024.3439363,10.1109/sse67621.2025.00028,On the Challenges of Fuzzing Techniques via Large Language Models,2024,s2,1
10.1109/access.2024.3439363,10.1016/j.eswa.2024.125509,Evaluation of LLM Chatbots for OSINT-based Cyberthreat Awareness,2024,s2,1
10.1109/access.2024.3439363,10.4230/lipics.wads.2025.45,Fast Kd-Trees for the Kullback-Leibler Divergence and Other Decomposable Bregman Divergences,2025,openalex,1
10.1109/access.2024.3439363,,"AI robots and humanoid AI: Review, perspectives and directions",2024,crossref,1
10.1109/access.2024.3439363,,IDS-GAN: Stepping up intrusion detection method using GAN algorithm,2023,crossref,1
10.1109/access.2024.3439363,,Mapping LLM security landscapes: A comprehensive stakeholder risk assessment proposal,2024,crossref,1
10.1109/access.2024.3439363,,Large Language Models in Information Security Research: A Jan. 2024 Survey,2024,crossref,1
10.1109/access.2024.3439363,,Generative AI security: Challenges and countermeasures,2024,crossref,1
10.1109/access.2024.3439363,,A survey of large language models in cybersecurity,2024,crossref,1
10.1109/access.2024.3439363,,Large language models in cybersecurity: State-of-the-art,2024,crossref,1
10.1109/access.2024.3439363,,Generative AI and large language models for cyber security: All insights you need,2024,crossref,1
10.1109/access.2024.3439363,,When LLMs meet cybersecurity: A systematic literature review,2024,crossref,1
10.1109/access.2024.3439363,,A comprehensive overview of large language models (LLMs) for cyber defences: Opportunities and directions,2024,crossref,1
10.1109/access.2024.3439363,,Large language models for UAVs: Current state and pathways to the future,2024,crossref,1
10.1109/access.2024.3439363,,"Generative AI for unmanned vehicle swarms: Challenges, applications and opportunities",2024,crossref,1
10.1109/access.2024.3439363,,Large language models for robotics: A survey,2023,crossref,1
10.1109/access.2024.3439363,,"Large language models for robotics: Opportunities, challenges, and perspectives",2024,crossref,1
10.1109/access.2024.3439363,,A zero trust framework for realization and defense against generative AI attacks in power grid,2024,crossref,1
10.1109/access.2024.3439363,,Language models are few-shot learners,,crossref,1
10.1109/access.2024.3439363,,A survey on multimodal large language models,2023,crossref,1
10.1109/access.2024.3439363,,GPT-4 technical report,2023,crossref,1
10.1109/access.2024.3439363,,Gemini: A family of highly capable multimodal models,2023,crossref,1
10.1109/access.2024.3439363,,LLaMA: Open and efficient foundation language models,2023,crossref,1
10.1109/access.2024.3439363,,Meta Llama 3,2024,crossref,1
10.1109/access.2024.3439363,,Mistral AI,2023,crossref,1
10.1109/access.2024.3439363,,"The Refined-Web dataset for falcon LLM: Outperforming curated corpora with web data, and web data only",2023,crossref,1
10.1109/access.2024.3439363,,Orca: Progressive learning from complex explanation traces of GPT-4,2023,crossref,1
10.1109/access.2024.3439363,,Claude 3 Family,2024,crossref,1
10.1109/access.2024.3439363,,Stablerep: Synthetic images from text-to-image models make strong visual representation learners,,crossref,1
10.1109/access.2024.3439363,,Why normalizing flows fail to detect out-of-distribution data,,crossref,1
10.1109/access.2024.3439363,,Retrospectives on the embodied AI workshop,2022,crossref,1
10.1109/access.2024.3439363,,Highlighting the safety concerns of deploying LLMs/VLMs in robotics,2024,crossref,1
10.1109/access.2024.3439363,,Generative adversarial networks for failure prediction,,crossref,1
10.1109/access.2024.3439363,,Open X-embodiment: Robotic learning datasets and RT-X models,2023,crossref,1
10.1109/access.2024.3439363,,TypeFly: Flying drones with large language model,2023,crossref,1
10.1109/access.2024.3439363,,"Do as I can, not as I say: Grounding language in robotic affordances",2022,crossref,1
10.1109/access.2024.3439363,,CLIPSwarm: Generating drone shows from text prompts with vision-language models,2024,crossref,1
10.1109/access.2024.3439363,,Wireless multi-agent generative AI: From connected intelligence to collective intelligence,2023,crossref,1
10.1109/access.2024.3439363,,Generative AI-aided optimization for AI-generated content (AIGC) services in edge networks,2023,crossref,1
10.1109/access.2024.3439363,,Blockchain-enhanced UAV networks for post-disaster communication: A decentralized flocking approach,2024,crossref,1
10.1109/access.2024.3439363,,Grin: Generative relation and intention network for multi-agent trajectory prediction,,crossref,1
10.1109/access.2024.3439363,,Generative AI for space-air-ground integrated networks (SAGIN),2023,crossref,1
10.1109/access.2024.3439363,,Exploring collaborative distributed diffusion-based AI-generated content (AIGC) in wireless networks,2023,crossref,1
10.1109/access.2024.3439363,,"Generative AI-driven semantic communication networks: Architecture, technologies and applications",2023,crossref,1
10.1109/access.2024.3439363,,Generative AI for advanced UAV networking,2024,crossref,1
10.1109/access.2024.3439363,,MIMO channel estimation using score-based generative models,2022,crossref,1
10.1109/access.2024.3439363,,A survey of language-based communication in robotics,2024,crossref,1
10.1109/access.2024.3439363,,Pentagon Testing Generative AI in ‘global Information Dominance’ Experiments,2024,crossref,1
10.1109/access.2024.3439363,,"Trustworthy Generative Artificial Intelligence (GenAI) to Structure Data and Deliver Accurate Insights of Command, Control, Communication and Computer (C4) Systems",2024,crossref,1
10.1109/access.2024.3439363,,Generative AI for Defense,2024,crossref,1
10.1109/access.2024.3439363,,REAL: Resilience and adaptation using large language models on autonomous aerial robots,2023,crossref,1
10.1109/access.2024.3439363,,LLM as a robotic brain: Unifying egocentric memory and control,2023,crossref,1
10.1109/access.2024.3439363,,Learning to learn faster from human feedback with language model predictive control,2024,crossref,1
10.1109/access.2024.3439363,,PaLM 2 technical report,2023,crossref,1
10.1109/access.2024.3439363,,MetaMorph: Learning universal controllers with transformers,2022,crossref,1
10.1109/access.2024.3439363,,AUTOHALLUSION: Automatic generation of hallucination benchmarks for vision-language models,2024,crossref,1
10.1109/access.2024.3439363,,Safety control of service robots with LLMs and embodied knowledge graphs,2024,crossref,1
10.1109/access.2024.3439363,,LLM agents can autonomously exploit one-day vulnerabilities,2024,crossref,1
10.1109/access.2024.3439363,,Large language models based fuzzing techniques: A survey,2024,crossref,1
10.1109/access.2024.3439363,,MalBERT: Using transformers for cybersecurity and malicious software detection,2021,crossref,1
10.1109/access.2024.3439363,,Pop quiz! Can a large language model help with reverse engineering?,2022,crossref,1
10.1109/access.2024.3439363,,Evaluation of LLM chatbots for OSINT-based cyber threat awareness,2024,crossref,1
10.1109/access.2024.3439363,,Intell-dragonfly: A cybersecurity attack surface generation engine based on artificial intelligence-generated content technology,2023,crossref,1
10.1109/access.2024.3439363,,Spear or shield: Leveraging generative AI to tackle security threats of intelligent network services,2023,crossref,1
10.1109/access.2024.3439363,,Impacts and risk of generative AI technology on cyber defense,2023,crossref,1
10.1109/access.2024.3439363,,LLMs for cyber security: New opportunities,2024,crossref,1
